10.000000 1.972409
20.000000 1.911710
30.000000 1.839752
40.000000 1.768832
50.000000 1.704359
60.000000 1.647884
70.000000 1.599198
80.000000 1.557438
90.000000 1.521599
100.000000 1.490733
100.000000 1.490733
200.000000 1.612827
300.000000 1.673692
400.000000 1.727764
500.000000 1.767498
600.000000 1.796634
700.000000 1.818746
800.000000 1.847271
900.000000 1.863072
1000.000000 1.876778
1100.000000 1.888573
1200.000000 1.898794
1300.000000 1.907731
1400.000000 1.915614
1500.000000 1.924861
1600.000000 1.940161
1700.000000 1.948514
1800.000000 1.960391
1900.000000 1.978004
2000.000000 1.989563
2100.000000 1.982515
2200.000000 1.980305
2300.000000 1.997378
2400.000000 2.002722
2500.000000 2.028819
2600.000000 2.012437
2700.000000 2.024951
2800.000000 2.024074
2900.000000 nan
3000.000000 nan
3100.000000 nan
3200.000000 nan
3300.000000 nan
3400.000000 nan
3500.000000 nan
3600.000000 nan
3700.000000 nan
3800.000000 nan
3900.000000 nan
4000.000000 nan
4100.000000 nan
4200.000000 nan
4300.000000 nan
4400.000000 nan
4500.000000 nan
4600.000000 nan
4700.000000 nan
4800.000000 nan
4900.000000 nan
5000.000000 nan
5100.000000 nan
5200.000000 nan
5300.000000 nan
